Date,Open,High,Low,Close,Volume
2018-05-06,16.367,17.1127,16.1953,16.5955,98053.228845317
2018-05-13,16.6536,18.6062,16.5387,17.0559,258524.08869375
2018-05-20,16.941,17.9165,16.6536,17.0559,176371.08245688
2018-05-27,17.1701,17.8022,16.7118,16.8836,151912.41398985
2018-06-03,16.7686,17.3433,15.8505,16.9985,476170.04423244
2018-06-10,16.9985,17.4007,15.8785,16.0796,514715.06820419
2018-06-17,16.0796,16.4819,15.5344,16.3088,564315.91146821
2018-06-24,16.3088,17.859,15.8555,17.515,525406.16517782
2018-07-01,17.2857,19.4681,16.9985,18.9503,483197.21318074
2018-07-08,19.0084,19.7547,18.3202,19.4681,328109.48770692
2018-07-15,19.4681,22.9708,19.1226,21.3631,581740.45063734
2018-07-22,21.249,22.5118,20.3876,21.4788,348520.01685111
2018-07-29,21.4207,22.1669,18.8927,20.2152,1066393.7689528
2018-08-05,20.0414,20.7885,18.9503,20.5018,236564.18573032
2018-08-12,20.2152,21.1333,19.4114,19.8122,146420.6981616
2018-08-19,19.6405,20.4451,19.0659,20.3287,133598.34214282
2018-08-26,20.3876,21.7648,20.2152,21.3631,141684.87629906
2018-09-02,21.3631,22.3969,21.249,22.3394,105768.08033333
2018-09-09,22.2245,22.3394,20.8287,21.0184,60414.442390476
2018-09-16,21.0758,21.5923,20.3876,21.249,124890.94480297
2018-09-23,21.1915,22.1095,21.0758,21.7648,218944.7567726
2018-09-30,21.6497,22.2819,20.6168,21.8796,247674.29574941
2018-10-07,22.1095,24.9808,21.7001,24.177,343877.46367311
2018-10-14,24.2345,24.4068,21.4207,21.8796,171363.80696024
2018-10-21,21.7648,23.9471,21.1333,22.0527,161219.79346456
2018-10-28,21.9952,23.8329,20.846,22.9134,257821.09338494
2018-11-04,22.9708,24.177,21.249,24.0045,316150.21503759
2018-11-11,23.9471,24.6942,23.029,23.6605,105183.41096758
2018-11-18,23.6605,23.9471,21.0758,22.6266,195553.80593302
2018-11-25,22.3969,22.5118,20.7885,20.9034,67825.822636262
2018-12-02,20.9609,21.8222,20.7885,21.3631,79180.936960998
2018-12-09,21.5363,22.5692,19.5896,19.9846,153660.85380741
2018-12-16,19.9846,21.0758,19.0084,19.2964,229033.08747155
2018-12-23,19.4114,19.8122,17.803,18.6636,255465.71108293
2018-12-30,18.377,19.6973,18.1808,18.6636,190401.75516486
2019-01-06,18.6062,20.846,18.2044,20.6168,170737.37549694
2019-01-13,20.5593,22.5118,20.0995,21.9952,168029.79950557
2019-01-20,21.8796,22.2819,20.1578,21.3631,158882.50807149
2019-01-27,21.1915,21.4285,20.2152,20.9034,60976.838637527
2019-02-03,20.6743,21.1915,19.6405,20.7885,87595.99961798
2019-02-10,20.5593,21.5363,18.5486,19.354,838850.19629396
2019-02-17,19.2964,21.6497,19.1391,21.0758,129495.91209317
2019-02-24,21.0758,24.0628,20.3287,22.7417,345273.70980132
2019-03-03,22.7991,24.0628,22.5692,23.1476,202141.08078708
2019-03-10,23.029,24.271,22.7912,23.3236,137013.08965276
2019-03-17,23.7388,24.271,23.2051,23.7977,118550.06632446
2019-03-24,23.6799,25.7522,23.6203,24.0943,297020.39021835
2019-03-31,24.1446,24.3903,23.2653,23.4428,101087.94126752
2019-04-07,23.4428,23.5613,22.6138,23.0886,127441.21689355
2019-04-14,23.1476,23.3236,20.3058,22.6735,149704.5910992
2019-04-21,22.7323,22.9687,20.6002,21.3114,84204.917296654
